labels,Intensity
"[1.65, 0.4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[1.51, 1.24]","[1.         0.99917576 0.99671625 0.9926609  0.98707476 0.9800475
 0.97169207 0.96214295 0.95155412 0.94009665 0.92795612 0.91532971
 0.90242311 0.88944728 0.87661508 0.86413782 0.85222177 0.84106473
 0.83085262 0.82175631 0.81392854 0.80750119 0.80258286 0.79925685
 0.79757961 0.79757961 0.79925685 0.80258286 0.80750119 0.81392854
 0.82175631 0.83085262 0.84106473 0.85222177 0.86413782 0.87661508
 0.88944728 0.90242311 0.91532971 0.92795612 0.94009665 0.95155412
 0.96214295 0.97169207 0.9800475  0.98707476 0.9926609  0.99671625
 0.99917576 1.        ]"
"[1.82, 1.51]","[0.42970003 0.43211541 0.43931509 0.45116157 0.46743157 0.48782395
 0.51196924 0.53943987 0.56976024 0.60241627 0.63686419 0.67253878
 0.70886122 0.74524672 0.78111226 0.81588444 0.84900746 0.87995131
 0.90821978 0.9333584  0.95496186 0.97268092 0.98622845 0.99538444
 1.         1.         0.99538444 0.98622845 0.97268092 0.95496186
 0.9333584  0.90821978 0.87995131 0.84900746 0.81588444 0.78111226
 0.74524672 0.70886122 0.67253878 0.63686419 0.60241627 0.56976024
 0.53943987 0.51196924 0.48782395 0.46743157 0.45116157 0.43931509
 0.43211541 0.42970003]"
"[1.56, 1.69]","[0.9881497  0.9881984  0.9883437  0.98858322 0.98891302 0.98932769
 0.98982041 0.99038309 0.99100649 0.99168037 0.99239366 0.99313466
 0.99389119 0.99465083 0.9954011  0.99612969 0.99682464 0.99747454
 0.99806871 0.99859741 0.99905195 0.99942487 0.99971006 0.99990282
 1.         1.         0.99990282 0.99971006 0.99942487 0.99905195
 0.99859741 0.99806871 0.99747454 0.99682464 0.99612969 0.9954011
 0.99465083 0.99389119 0.99313466 0.99239366 0.99168037 0.99100649
 0.99038309 0.98982041 0.98932769 0.98891302 0.98858322 0.9883437
 0.9881984  0.9881497 ]"
"[0.34, 2.07]","[1.         0.99603026 0.98418882 0.96467794 0.93783098 0.90410657
 0.86407996 0.81843136 0.76793107 0.71342179 0.65579844 0.59598662
 0.5349209  0.47352456 0.41269259 0.3532798  0.29609613 0.24191115
 0.1914702  0.14552376 0.10486956 0.07039822 0.04311528 0.02408999
 0.01428356 0.01428356 0.02408999 0.04311528 0.07039822 0.10486956
 0.14552376 0.1914702  0.24191115 0.29609613 0.3532798  0.41269259
 0.47352456 0.5349209  0.59598662 0.65579844 0.71342179 0.76793107
 0.81843136 0.86407996 0.90410657 0.93783098 0.96467794 0.98418882
 0.99603026 1.        ]"
"[1.37, 1.06]","[1.         0.99655056 0.98625276 0.96925742 0.94581326 0.91626309
 0.88103865 0.84065435 0.79570017 0.74683388 0.69477309 0.64028718
 0.58418946 0.52732973 0.4705871  0.4148629  0.36107318 0.31013983
 0.26297922 0.22048694 0.18351744 0.15285803 0.12919785 0.11309421
 0.10494049 0.10494049 0.11309421 0.12919785 0.15285803 0.18351744
 0.22048694 0.26297922 0.31013983 0.36107318 0.4148629  0.4705871
 0.52732973 0.58418946 0.64028718 0.69477309 0.74683388 0.79570017
 0.84065435 0.88103865 0.91626309 0.94581326 0.96925742 0.98625276
 0.99655056 1.        ]"
"[1.37, 0.56]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[1.24, 0.01]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[1.12, 1.79]","[1.         0.99746314 0.98989507 0.97742254 0.96025419 0.9386766
 0.91304901 0.88379653 0.85140234 0.81639883 0.77935806 0.7408819
 0.70159206 0.66212042 0.62309984 0.58515566 0.54889786 0.51491373
 0.48376076 0.45595919 0.43198388 0.41225498 0.39712764 0.3868811
 0.38170843 0.38170843 0.3868811  0.39712764 0.41225498 0.43198388
 0.45595919 0.48376076 0.51491373 0.54889786 0.58515566 0.62309984
 0.66212042 0.70159206 0.7408819  0.77935806 0.81639883 0.85140234
 0.88379653 0.91304901 0.9386766  0.96025419 0.97742254 0.98989507
 0.99746314 1.        ]"
"[2.47, 0.93]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06534424 0.15552686 0.24451015
 0.3321946  0.41810206 0.50151769 0.58157883 0.65733786 0.72781156
 0.79202272 0.84903635 0.89799136 0.93812798 0.9688107  0.98954677
 1.         1.         0.98954677 0.9688107  0.93812798 0.89799136
 0.84903635 0.79202272 0.72781156 0.65733786 0.58157883 0.50151769
 0.41810206 0.3321946  0.24451015 0.15552686 0.06534424 0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.54, 2.93]","[1.         0.99896469 0.99587593 0.99078491 0.983776   0.97496526
 0.96449851 0.9525488  0.93931353 0.92501106 0.90987707 0.89416062
 0.87812003 0.86201859 0.84612032 0.83068562 0.81596711 0.80220556
 0.78962602 0.77843417 0.76881306 0.76092007 0.75488439 0.75080482
 0.74874819 0.74874819 0.75080482 0.75488439 0.76092007 0.76881306
 0.77843417 0.78962602 0.80220556 0.81596711 0.83068562 0.84612032
 0.86201859 0.87812003 0.89416062 0.90987707 0.92501106 0.93931353
 0.9525488  0.96449851 0.97496526 0.983776   0.99078491 0.99587593
 0.99896469 1.        ]"
"[2.4, 2.5]","[0.47449612 0.47665409 0.48309119 0.49369803 0.50829558 0.52663957
 0.54842597 0.57329691 0.60084697 0.63062938 0.66216251 0.69493656
 0.72842066 0.76207057 0.79533685 0.82767367 0.8585478  0.88744785
 0.91389327 0.93744296 0.95770321 0.97433475 0.98705882 0.99566201
 1.         1.         0.99566201 0.98705882 0.97433475 0.95770321
 0.93744296 0.91389327 0.88744785 0.8585478  0.82767367 0.79533685
 0.76207057 0.72842066 0.69493656 0.66216251 0.63062938 0.60084697
 0.57329691 0.54842597 0.52663957 0.50829558 0.49369803 0.48309119
 0.47665409 0.47449612]"
"[1.87, 0.69]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06667246 0.24305868 0.40383594
 0.54781119 0.67380628 0.78071158 0.86753192 0.93342489 0.97773164
 1.         1.         0.97773164 0.93342489 0.86753192 0.78071158
 0.67380628 0.54781119 0.40383594 0.24305868 0.06667246 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[0.91, 1.27]","[1.         0.99556885 0.98234857 0.96055697 0.93055129 0.8928197
 0.84796942 0.7967119  0.7398452  0.67823423 0.61278957 0.54444563
 0.47413943 0.40279097 0.33128701 0.26047006 0.19113597 0.12404539
 0.05995882 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.05995882 0.12404539 0.19113597 0.26047006 0.33128701
 0.40279097 0.47413943 0.54444563 0.61278957 0.67823423 0.7398452
 0.7967119  0.84796942 0.8928197  0.93055129 0.96055697 0.98234857
 0.99556885 1.        ]"
"[1.86, 0.99]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.05742868 0.13622107 0.21714868 0.29902828
 0.38073867 0.46120241 0.53937661 0.61425138 0.68485421 0.75025866
 0.80959566 0.86206638 0.90695552 0.94364421 0.97162176 0.99049575
 1.         1.         0.99049575 0.97162176 0.94364421 0.90695552
 0.86206638 0.80959566 0.75025866 0.68485421 0.61425138 0.53937661
 0.46120241 0.38073867 0.29902828 0.21714868 0.13622107 0.05742868
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[2.56, 2.64]","[0.4928877  0.49497301 0.50119332 0.51144275 0.52554788 0.54327196
 0.56432017 0.58834542 0.61495451 0.64371439 0.67415863 0.70579404
 0.73810774 0.77057456 0.80266496 0.83385334 0.86362662 0.89149292
 0.91699009 0.93969391 0.95922561 0.97525869 0.98752474 0.9958182
 1.         1.         0.9958182  0.98752474 0.97525869 0.95922561
 0.93969391 0.91699009 0.89149292 0.86362662 0.83385334 0.80266496
 0.77057456 0.73810774 0.70579404 0.67415863 0.64371439 0.61495451
 0.58834542 0.56432017 0.54327196 0.52554788 0.51144275 0.50119332
 0.49497301 0.4928877 ]"
"[0.56, 2.9]","[1.         0.99886295 0.99547067 0.98987947 0.9821821  0.97250622
 0.96101211 0.94789006 0.93335699 0.91765289 0.90103669 0.88378195
 0.86617232 0.84849684 0.83104525 0.81410327 0.79794803 0.78284361
 0.76903684 0.75675334 0.74619387 0.73753111 0.73090679 0.72642935
 0.72417214 0.72417214 0.72642935 0.73090679 0.73753111 0.74619387
 0.75675334 0.76903684 0.78284361 0.79794803 0.81410327 0.83104525
 0.84849684 0.86617232 0.88378195 0.90103669 0.91765289 0.93335699
 0.94789006 0.96101211 0.97250622 0.9821821  0.98987947 0.99547067
 0.99886295 1.        ]"
"[1.19, 2.03]","[1.         0.99819277 0.99280126 0.98391554 0.97168392 0.95631037
 0.93805089 0.91720899 0.89413035 0.86919678 0.84281957 0.81543254
 0.78748473 0.75943308 0.73173515 0.70484202 0.67919138 0.65520101
 0.63326241 0.61373482 0.59693944 0.58315399 0.5726077  0.56547685
 0.56188116 0.56188116 0.56547685 0.5726077  0.58315399 0.59693944
 0.61373482 0.63326241 0.65520101 0.67919138 0.70484202 0.73173515
 0.75943308 0.78748473 0.81543254 0.84281957 0.86919678 0.89413035
 0.91720899 0.93805089 0.95631037 0.97168392 0.98391554 0.99280126
 0.99819277 1.        ]"
"[1.56, 1.63]","[0.98716095 0.98721371 0.98737115 0.98763067 0.98798801 0.9884373
 0.98897115 0.98958081 0.99025624 0.99098637 0.9917592  0.99256203
 0.99338168 0.9942047  0.99501757 0.99580694 0.99655986 0.99726396
 0.99790768 0.99848046 0.99897291 0.99937692 0.99968588 0.99989472
 1.         1.         0.99989472 0.99968588 0.99937692 0.99897291
 0.99848046 0.99790768 0.99726396 0.99655986 0.99580694 0.99501757
 0.9942047  0.99338168 0.99256203 0.9917592  0.99098637 0.99025624
 0.98958081 0.98897115 0.9884373  0.98798801 0.98763067 0.98737115
 0.98721371 0.98716095]"
"[2.32, 2.6]","[0.57965554 0.58137611 0.58650951 0.59497128 0.60662252 0.62127245
 0.63868189 0.65856727 0.68060533 0.70443811 0.72967847 0.7559159
 0.78272284 0.80966123 0.83628946 0.8621696  0.8868746  0.9099956
 0.93114899 0.94998303 0.96618403 0.97948183 0.98965451 0.99653219
 1.         1.         0.99653219 0.98965451 0.97948183 0.96618403
 0.94998303 0.93114899 0.9099956  0.8868746  0.8621696  0.83628946
 0.80966123 0.78272284 0.7559159  0.72967847 0.70443811 0.68060533
 0.65856727 0.63868189 0.62127245 0.60662252 0.59497128 0.58650951
 0.58137611 0.57965554]"
"[0.7, 2.65]","[1.         0.99822616 0.99293431 0.9842129  0.97220768 0.95711914
 0.93919909 0.91874622 0.89610087 0.87163911 0.84576612 0.81890919
 0.79151044 0.7640194  0.73688563 0.71055162 0.68544585 0.66197633
 0.64052439 0.62143892 0.60503098 0.59156878 0.5812731  0.57431339
 0.57080453 0.57080453 0.57431339 0.5812731  0.59156878 0.60503098
 0.62143892 0.64052439 0.66197633 0.68544585 0.71055162 0.73688563
 0.7640194  0.79151044 0.81890919 0.84576612 0.87163911 0.89610087
 0.91874622 0.93919909 0.95711914 0.97220768 0.9842129  0.99293431
 0.99822616 1.        ]"
"[0.8, 0.74]","[1.         0.99409539 0.97646831 0.94737634 0.90723996 0.85662932
 0.79624583 0.72689855 0.64947528 0.56490791 0.47413102 0.37803127
 0.27738282 0.17275883 0.06439948 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.06439948
 0.17275883 0.27738282 0.37803127 0.47413102 0.56490791 0.64947528
 0.72689855 0.79624583 0.85662932 0.90723996 0.94737634 0.97646831
 0.99409539 1.        ]"
"[0.95, 1.56]","[1.         0.99636201 0.98550933 0.96762464 0.94300821 0.91207162
 0.87532919 0.83338696 0.78692984 0.73670708 0.6835168  0.62819022
 0.5715766  0.51452975 0.45789723 0.40251312 0.34919529 0.29874736
 0.25196514 0.20964533 0.17259202 0.14161282 0.1174939  0.10094521
 0.09251835 0.09251835 0.10094521 0.1174939  0.14161282 0.17259202
 0.20964533 0.25196514 0.29874736 0.34919529 0.40251312 0.45789723
 0.51452975 0.5715766  0.62819022 0.6835168  0.73670708 0.78692984
 0.83338696 0.87532919 0.91207162 0.94300821 0.96762464 0.98550933
 0.99636201 1.        ]"
"[0.36, 0.99]","[1.         0.9950868  0.98043084 0.95628116 0.92304637 0.88128477
 0.83169021 0.77507356 0.71233982 0.64446099 0.5724452  0.49730243
 0.42000699 0.34145599 0.2624209  0.18348526 0.10495241 0.02668822
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02668822 0.10495241 0.18348526 0.2624209
 0.34145599 0.42000699 0.49730243 0.5724452  0.64446099 0.71233982
 0.77507356 0.83169021 0.88128477 0.92304637 0.95628116 0.98043084
 0.9950868  1.        ]"
"[3.11, 1.71]","[0.         0.         0.         0.         0.         0.
 0.         0.04242645 0.11252668 0.18387355 0.25661335 0.33044958
 0.40480151 0.47889201 0.55180651 0.62254029 0.69004108 0.75324885
 0.81113283 0.86272487 0.90714827 0.94364137 0.97157595 0.99047065
 1.         1.         0.99047065 0.97157595 0.94364137 0.90714827
 0.86272487 0.81113283 0.75324885 0.69004108 0.62254029 0.55180651
 0.47889201 0.40480151 0.33044958 0.25661335 0.18387355 0.11252668
 0.04242645 0.         0.         0.         0.         0.
 0.         0.        ]"
"[2.83, 1.97]","[0.         0.         0.         0.         0.01410565 0.05772081
 0.106679   0.16014365 0.21742742 0.27787678 0.34080806 0.40547709
 0.4710695  0.53670429 0.60144654 0.6643265  0.72436286 0.78058808
 0.83207413 0.87795683 0.91745764 0.94990211 0.9747347  0.9915299
 1.         1.         0.9915299  0.9747347  0.94990211 0.91745764
 0.87795683 0.83207413 0.78058808 0.72436286 0.6643265  0.60144654
 0.53670429 0.4710695  0.40547709 0.34080806 0.27787678 0.21742742
 0.16014365 0.106679   0.05772081 0.01410565 0.         0.
 0.         0.        ]"
"[2.35, 1.96]","[0.19368971 0.19718294 0.20757151 0.22459397 0.24784903 0.27683298
 0.31097299 0.34964985 0.39221002 0.43797008 0.48621734 0.53621022
 0.58718032 0.63833748 0.68887797 0.73799568 0.78489545 0.8288079
 0.86900463 0.90481313 0.93563059 0.9609361  0.98030083 0.99339624
 1.         1.         0.99339624 0.98030083 0.9609361  0.93563059
 0.90481313 0.86900463 0.8288079  0.78489545 0.73799568 0.68887797
 0.63833748 0.58718032 0.53621022 0.48621734 0.43797008 0.39221002
 0.34964985 0.31097299 0.27683298 0.24784903 0.22459397 0.20757151
 0.19718294 0.19368971]"
"[1.07, 0.95]","[1.         0.99462969 0.97859692 0.95213405 0.91562144 0.86957728
 0.81464365 0.75156908 0.68118813 0.60439826 0.52213461 0.43534316
 0.34495275 0.25184676 0.15683556 0.0606327  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.0606327  0.15683556
 0.25184676 0.34495275 0.43534316 0.52213461 0.60439826 0.68118813
 0.75156908 0.81464365 0.86957728 0.91562144 0.95213405 0.97859692
 0.99462969 1.        ]"
"[1.41, 2.65]","[1.         0.99966162 0.99865206 0.99698795 0.99469671 0.99181607
 0.98839347 0.98448528 0.9801558  0.97547629 0.9705237  0.96537946
 0.96012812 0.95485594 0.94964947 0.94459416 0.93977294 0.93526486
 0.93114379 0.92747725 0.92432528 0.92173949 0.91976219 0.91842574
 0.91775201 0.91775201 0.91842574 0.91976219 0.92173949 0.92432528
 0.92747725 0.93114379 0.93526486 0.93977294 0.94459416 0.94964947
 0.95485594 0.96012812 0.96537946 0.9705237  0.97547629 0.9801558
 0.98448528 0.98839347 0.99181607 0.99469671 0.99698795 0.99865206
 0.99966162 1.        ]"
"[3.04, 2.79]","[0.39912779 0.40166014 0.4092084  0.4216283  0.43868619 0.46006795
 0.48538944 0.5142072  0.54602864 0.58032126 0.61652099 0.65403983
 0.69227338 0.73060837 0.76843057 0.80513316 0.84012546 0.8728421
 0.90275203 0.92936759 0.95225297 0.97103199 0.98539502 0.99510462
 1.         1.         0.99510462 0.98539502 0.97103199 0.95225297
 0.92936759 0.90275203 0.8728421  0.84012546 0.80513316 0.76843057
 0.73060837 0.69227338 0.65403983 0.61652099 0.58032126 0.54602864
 0.5142072  0.48538944 0.46006795 0.43868619 0.4216283  0.4092084
 0.40166014 0.39912779]"
"[1.93, 2.35]","[0.68163692 0.68294014 0.68682854 0.69323869 0.70206611 0.71316693
 0.72636038 0.74143162 0.75813525 0.77619918 0.79532894 0.81521227
 0.83552411 0.85593178 0.87610032 0.895698   0.91440183 0.9319029
 0.94791169 0.96216294 0.9744202  0.98447991 0.99217485 0.99737707
 1.         1.         0.99737707 0.99217485 0.98447991 0.9744202
 0.96216294 0.94791169 0.9319029  0.91440183 0.895698   0.87610032
 0.85593178 0.83552411 0.81521227 0.79532894 0.77619918 0.75813525
 0.74143162 0.72636038 0.71316693 0.70206611 0.69323869 0.68682854
 0.68294014 0.68163692]"
"[1.82, 1.28]","[0.25005782 0.25338326 0.26328124 0.27952225 0.30174086 0.32945731
 0.36210163 0.39903655 0.43957712 0.48300628 0.52858677 0.57557026
 0.62320501 0.67074275 0.71744576 0.7625943  0.80549466 0.84548777
 0.88195809 0.91434265 0.94213979 0.96491735 0.98232005 0.99407569
 1.         1.         0.99407569 0.98232005 0.96491735 0.94213979
 0.91434265 0.88195809 0.84548777 0.80549466 0.7625943  0.71744576
 0.67074275 0.62320501 0.57557026 0.52858677 0.48300628 0.43957712
 0.39903655 0.36210163 0.32945731 0.30174086 0.27952225 0.26328124
 0.25338326 0.25005782]"
"[0.67, 0.17]","[1.         0.99441408 0.97773007 0.95016816 0.91209178 0.86400252
 0.80653332 0.74044041 0.66659444 0.58597134 0.49964353 0.40877214
 0.31460086 0.21845175 0.12172328 0.02588996 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.02588996 0.12172328
 0.21845175 0.31460086 0.40877214 0.49964353 0.58597134 0.66659444
 0.74044041 0.80653332 0.86400252 0.91209178 0.95016816 0.97773007
 0.99441408 1.        ]"
"[1.77, 0.61]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[1.75, 1.68]","[0.62342097 0.62498109 0.62963471 0.63730218 0.64785272 0.6611072
 0.67684182 0.69479254 0.71465995 0.73611461 0.75880262 0.78235137
 0.80637545 0.83048262 0.85427991 0.87737967 0.89940562 0.91999877
 0.93882321 0.95557151 0.96996984 0.98178248 0.99081585 0.99692177
 1.         1.         0.99692177 0.99081585 0.98178248 0.96996984
 0.95557151 0.93882321 0.91999877 0.89940562 0.87737967 0.85427991
 0.83048262 0.80637545 0.78235137 0.75880262 0.73611461 0.71465995
 0.69479254 0.67684182 0.6611072  0.64785272 0.63730218 0.62963471
 0.62498109 0.62342097]"
"[2.64, 2.07]","[0.08460353 0.08882925 0.10133479 0.12164926 0.14910697 0.18295585
 0.22242961 0.26677643 0.3152576  0.36713291 0.42164443 0.47800476
 0.53539188 0.59295101 0.64980252 0.70505497 0.75782153 0.80723861
 0.85248501 0.89280047 0.92750259 0.95600149 0.97781175 0.99256169
 1.         1.         0.99256169 0.97781175 0.95600149 0.92750259
 0.89280047 0.85248501 0.80723861 0.75782153 0.70505497 0.64980252
 0.59295101 0.53539188 0.47800476 0.42164443 0.36713291 0.3152576
 0.26677643 0.22242961 0.18295585 0.14910697 0.12164926 0.10133479
 0.08882925 0.08460353]"
